Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Yes,Store: Consent
4,1732116174768,20/11/2024 15:22:54,1732098174768,-5,20/11/2024 05:22:54,196386,5,questionnaire-f8mc,,41491650,BLIND,12110713,,complete,,673dfe83f26f68adb58169d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1715x1143,1715x1055,Headphone Check Pass,,0,Consent_Form_UNC,5,CB20,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,25178,,,,,,
1,1732116333353,20/11/2024 15:25:33,1732087533353,-8,19/11/2024 23:25:33,196386,5,questionnaire-f8mc,,41491794,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,Consent_Form_UNC,5,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732116351449,20/11/2024 15:25:51,1732087551449,-8,19/11/2024 23:25:51,196386,5,questionnaire-f8mc,,41491794,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,Consent_Form_UNC,5,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732116351449,20/11/2024 15:25:51,1732087551449,-8,19/11/2024 23:25:51,196386,5,questionnaire-f8mc,,41491794,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,Consent_Form_UNC,5,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732116351449,20/11/2024 15:25:51,1732087551449,-8,19/11/2024 23:25:51,196386,5,questionnaire-f8mc,,41491794,BLIND,12110751,,complete,,673dfbec33a14e09e0221e18,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,Headphone Check Pass,,0,Consent_Form_UNC,5,CB47,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,18069,,,,,,
1,1732116719420,20/11/2024 15:31:59,1732098719420,-5,20/11/2024 05:31:59,196386,5,questionnaire-f8mc,,41492053,BLIND,12110829,,complete,,673dffc41ece9e701eb9915c,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1600x900,1600x765,Headphone Check Pass,,0,Consent_Form_UNC,5,CB11,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732116740370,20/11/2024 15:32:20,1732098740370,-5,20/11/2024 05:32:20,196386,5,questionnaire-f8mc,,41492053,BLIND,12110829,,complete,,673dffc41ece9e701eb9915c,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1600x900,1600x765,Headphone Check Pass,,0,Consent_Form_UNC,5,CB11,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732116740370,20/11/2024 15:32:20,1732098740370,-5,20/11/2024 05:32:20,196386,5,questionnaire-f8mc,,41492053,BLIND,12110829,,complete,,673dffc41ece9e701eb9915c,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1600x900,1600x765,Headphone Check Pass,,0,Consent_Form_UNC,5,CB11,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732116740371,20/11/2024 15:32:20,1732098740371,-5,20/11/2024 05:32:20,196386,5,questionnaire-f8mc,,41492053,BLIND,12110829,,complete,,673dffc41ece9e701eb9915c,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1600x900,1600x765,Headphone Check Pass,,0,Consent_Form_UNC,5,CB11,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,20897,,,,,,
1,1732117073903,20/11/2024 15:37:53,1732099073903,-5,20/11/2024 05:37:53,196386,5,questionnaire-f8mc,,41492212,BLIND,12110878,,complete,,673e013aa2509a74041b8e1d,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x945,Headphone Check Pass,,0,Consent_Form_UNC,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732117077128,20/11/2024 15:37:57,1732099077128,-5,20/11/2024 05:37:57,196386,5,questionnaire-f8mc,,41492212,BLIND,12110878,,complete,,673e013aa2509a74041b8e1d,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x945,Headphone Check Pass,,0,Consent_Form_UNC,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
3,1732117078025,20/11/2024 15:37:58,1732099078025,-5,20/11/2024 05:37:58,196386,5,questionnaire-f8mc,,41492212,BLIND,12110878,,complete,,673e013aa2509a74041b8e1d,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x945,Headphone Check Pass,,0,Consent_Form_UNC,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
4,1732117078025,20/11/2024 15:37:58,1732099078025,-5,20/11/2024 05:37:58,196386,5,questionnaire-f8mc,,41492212,BLIND,12110878,,complete,,673e013aa2509a74041b8e1d,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x945,Headphone Check Pass,,0,Consent_Form_UNC,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
5,1732117078025,20/11/2024 15:37:58,1732099078025,-5,20/11/2024 05:37:58,196386,5,questionnaire-f8mc,,41492212,BLIND,12110878,,complete,,673e013aa2509a74041b8e1d,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x945,Headphone Check Pass,,0,Consent_Form_UNC,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,4027,,,,,,
1,1732117065600,20/11/2024 15:37:45,1732095465600,-6,20/11/2024 03:37:45,196386,5,questionnaire-f8mc,,41492235,BLIND,12110890,,complete,,673e01fbf863aeb08ad3acce,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x778,Headphone Check Pass,,0,Consent_Form_UNC,5,CB21,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732117108703,20/11/2024 15:38:28,1732095508703,-6,20/11/2024 03:38:28,196386,5,questionnaire-f8mc,,41492235,BLIND,12110890,,complete,,673e01fbf863aeb08ad3acce,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x778,Headphone Check Pass,,0,Consent_Form_UNC,5,CB21,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732117108703,20/11/2024 15:38:28,1732095508703,-6,20/11/2024 03:38:28,196386,5,questionnaire-f8mc,,41492235,BLIND,12110890,,complete,,673e01fbf863aeb08ad3acce,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x778,Headphone Check Pass,,0,Consent_Form_UNC,5,CB21,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732117108704,20/11/2024 15:38:28,1732095508704,-6,20/11/2024 03:38:28,196386,5,questionnaire-f8mc,,41492235,BLIND,12110890,,complete,,673e01fbf863aeb08ad3acce,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x778,Headphone Check Pass,,0,Consent_Form_UNC,5,CB21,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,43073,,,,,,
1,1732117093651,20/11/2024 15:38:13,1732099093651,-5,20/11/2024 05:38:13,196386,5,questionnaire-f8mc,,41492246,BLIND,12110891,,complete,,673e0214ea9b09c22cb5e0ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x631,Headphone Check Pass,,0,Consent_Form_UNC,5,CB30,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732117098153,20/11/2024 15:38:18,1732099098153,-5,20/11/2024 05:38:18,196386,5,questionnaire-f8mc,,41492246,BLIND,12110891,,complete,,673e0214ea9b09c22cb5e0ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x631,Headphone Check Pass,,0,Consent_Form_UNC,5,CB30,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732117098153,20/11/2024 15:38:18,1732099098153,-5,20/11/2024 05:38:18,196386,5,questionnaire-f8mc,,41492246,BLIND,12110891,,complete,,673e0214ea9b09c22cb5e0ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x631,Headphone Check Pass,,0,Consent_Form_UNC,5,CB30,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732117098154,20/11/2024 15:38:18,1732099098154,-5,20/11/2024 05:38:18,196386,5,questionnaire-f8mc,,41492246,BLIND,12110891,,complete,,673e0214ea9b09c22cb5e0ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x631,Headphone Check Pass,,0,Consent_Form_UNC,5,CB30,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,4433,,,,,,
1,1732117168582,20/11/2024 15:39:28,1732099168582,-5,20/11/2024 05:39:28,196386,5,questionnaire-f8mc,,41492279,BLIND,12110895,,complete,,673e0110a4850c6fa1db723d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,Consent_Form_UNC,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732117186202,20/11/2024 15:39:46,1732099186202,-5,20/11/2024 05:39:46,196386,5,questionnaire-f8mc,,41492279,BLIND,12110895,,complete,,673e0110a4850c6fa1db723d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,Consent_Form_UNC,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732117186202,20/11/2024 15:39:46,1732099186202,-5,20/11/2024 05:39:46,196386,5,questionnaire-f8mc,,41492279,BLIND,12110895,,complete,,673e0110a4850c6fa1db723d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,Consent_Form_UNC,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732117186202,20/11/2024 15:39:46,1732099186202,-5,20/11/2024 05:39:46,196386,5,questionnaire-f8mc,,41492279,BLIND,12110895,,complete,,673e0110a4850c6fa1db723d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1680x1050,1680x962,Headphone Check Pass,,0,Consent_Form_UNC,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,17590,,,,,,
1,1732117178690,20/11/2024 15:39:38,1732099178690,-5,20/11/2024 05:39:38,196386,5,questionnaire-f8mc,,41492281,BLIND,12110897,,complete,,673e01fabfebbc9c7063bcf6,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1194x663,Headphone Check Pass,,0,Consent_Form_UNC,5,CB38,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732117189469,20/11/2024 15:39:49,1732099189469,-5,20/11/2024 05:39:49,196386,5,questionnaire-f8mc,,41492281,BLIND,12110897,,complete,,673e01fabfebbc9c7063bcf6,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1194x663,Headphone Check Pass,,0,Consent_Form_UNC,5,CB38,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732117189469,20/11/2024 15:39:49,1732099189469,-5,20/11/2024 05:39:49,196386,5,questionnaire-f8mc,,41492281,BLIND,12110897,,complete,,673e01fabfebbc9c7063bcf6,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1194x663,Headphone Check Pass,,0,Consent_Form_UNC,5,CB38,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732117189470,20/11/2024 15:39:49,1732099189470,-5,20/11/2024 05:39:49,196386,5,questionnaire-f8mc,,41492281,BLIND,12110897,,complete,,673e01fabfebbc9c7063bcf6,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1194x663,Headphone Check Pass,,0,Consent_Form_UNC,5,CB38,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,10730,,,,,,
1,1732118645070,20/11/2024 16:04:05,1732089845070,-8,20/11/2024 00:04:05,196386,5,questionnaire-f8mc,,41492833,BLIND,12111092,,complete,,673e07fe25bc9f44ae94ed54,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,Headphone Check Pass,,0,Consent_Form_UNC,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732118649887,20/11/2024 16:04:09,1732089849887,-8,20/11/2024 00:04:09,196386,5,questionnaire-f8mc,,41492833,BLIND,12111092,,complete,,673e07fe25bc9f44ae94ed54,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,Headphone Check Pass,,0,Consent_Form_UNC,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732118649888,20/11/2024 16:04:09,1732089849888,-8,20/11/2024 00:04:09,196386,5,questionnaire-f8mc,,41492833,BLIND,12111092,,complete,,673e07fe25bc9f44ae94ed54,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,Headphone Check Pass,,0,Consent_Form_UNC,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732118649888,20/11/2024 16:04:09,1732089849888,-8,20/11/2024 00:04:09,196386,5,questionnaire-f8mc,,41492833,BLIND,12111092,,complete,,673e07fe25bc9f44ae94ed54,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,Headphone Check Pass,,0,Consent_Form_UNC,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,4746,,,,,,
1,1732119009974,20/11/2024 16:10:09,1732101009974,-5,20/11/2024 06:10:09,196386,5,questionnaire-f8mc,,41493044,BLIND,12111167,,complete,,673e0789bedaf038ffda44ee,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1200,1920x1065,Headphone Check Pass,,0,Consent_Form_UNC,5,CB44,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732119012571,20/11/2024 16:10:12,1732101012571,-5,20/11/2024 06:10:12,196386,5,questionnaire-f8mc,,41493044,BLIND,12111167,,complete,,673e0789bedaf038ffda44ee,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1200,1920x1065,Headphone Check Pass,,0,Consent_Form_UNC,5,CB44,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732119012571,20/11/2024 16:10:12,1732101012571,-5,20/11/2024 06:10:12,196386,5,questionnaire-f8mc,,41493044,BLIND,12111167,,complete,,673e0789bedaf038ffda44ee,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1200,1920x1065,Headphone Check Pass,,0,Consent_Form_UNC,5,CB44,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732119012571,20/11/2024 16:10:12,1732101012571,-5,20/11/2024 06:10:12,196386,5,questionnaire-f8mc,,41493044,BLIND,12111167,,complete,,673e0789bedaf038ffda44ee,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1200,1920x1065,Headphone Check Pass,,0,Consent_Form_UNC,5,CB44,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,2573,,,,,,
1,1732119158409,20/11/2024 16:12:38,1732097558409,-6,20/11/2024 04:12:38,196386,5,questionnaire-f8mc,,41493146,BLIND,12111200,,complete,,673e0838e7a4389d28c8f369,computer,Desktop or Laptop,Windows 10,Firefox 132.0,1536x864,1536x703,Headphone Check Pass,,0,Consent_Form_UNC,5,CB31,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732119850953,20/11/2024 16:24:10,1732098250953,-6,20/11/2024 04:24:10,196386,5,questionnaire-f8mc,,41493146,BLIND,12111200,,complete,,673e0838e7a4389d28c8f369,computer,Desktop or Laptop,Windows 10,Firefox 132.0,1536x864,1536x703,Headphone Check Pass,,0,Consent_Form_UNC,5,CB31,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732119850953,20/11/2024 16:24:10,1732098250953,-6,20/11/2024 04:24:10,196386,5,questionnaire-f8mc,,41493146,BLIND,12111200,,complete,,673e0838e7a4389d28c8f369,computer,Desktop or Laptop,Windows 10,Firefox 132.0,1536x864,1536x703,Headphone Check Pass,,0,Consent_Form_UNC,5,CB31,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732119850953,20/11/2024 16:24:10,1732098250953,-6,20/11/2024 04:24:10,196386,5,questionnaire-f8mc,,41493146,BLIND,12111200,,complete,,673e0838e7a4389d28c8f369,computer,Desktop or Laptop,Windows 10,Firefox 132.0,1536x864,1536x703,Headphone Check Pass,,0,Consent_Form_UNC,5,CB31,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,692523,,,,,,
1,1732119165402,20/11/2024 16:12:45,1732097565402,-6,20/11/2024 04:12:45,196386,5,questionnaire-f8mc,,41493152,BLIND,12111201,,complete,,673e04be25d0cdcdc89ca588,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,2560x1440,2098x1238,Headphone Check Pass,,0,Consent_Form_UNC,5,CB37,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732119188905,20/11/2024 16:13:08,1732097588905,-6,20/11/2024 04:13:08,196386,5,questionnaire-f8mc,,41493152,BLIND,12111201,,complete,,673e04be25d0cdcdc89ca588,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,2560x1440,2098x1238,Headphone Check Pass,,0,Consent_Form_UNC,5,CB37,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732119188905,20/11/2024 16:13:08,1732097588905,-6,20/11/2024 04:13:08,196386,5,questionnaire-f8mc,,41493152,BLIND,12111201,,complete,,673e04be25d0cdcdc89ca588,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,2560x1440,2098x1238,Headphone Check Pass,,0,Consent_Form_UNC,5,CB37,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732119188905,20/11/2024 16:13:08,1732097588905,-6,20/11/2024 04:13:08,196386,5,questionnaire-f8mc,,41493152,BLIND,12111201,,complete,,673e04be25d0cdcdc89ca588,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,2560x1440,2098x1238,Headphone Check Pass,,0,Consent_Form_UNC,5,CB37,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,23490,,,,,,
1,1732119287682,20/11/2024 16:14:47,1732101287682,-5,20/11/2024 06:14:47,196386,5,questionnaire-f8mc,,41493245,BLIND,12111234,,complete,,673e099e483ef94f29076ebc,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x778,Headphone Check Pass,,0,Consent_Form_UNC,5,CB22,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732119501480,20/11/2024 16:18:21,1732101501480,-5,20/11/2024 06:18:21,196386,5,questionnaire-f8mc,,41493245,BLIND,12111234,,complete,,673e099e483ef94f29076ebc,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x778,Headphone Check Pass,,0,Consent_Form_UNC,5,CB22,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732119501480,20/11/2024 16:18:21,1732101501480,-5,20/11/2024 06:18:21,196386,5,questionnaire-f8mc,,41493245,BLIND,12111234,,complete,,673e099e483ef94f29076ebc,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x778,Headphone Check Pass,,0,Consent_Form_UNC,5,CB22,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732119501480,20/11/2024 16:18:21,1732101501480,-5,20/11/2024 06:18:21,196386,5,questionnaire-f8mc,,41493245,BLIND,12111234,,complete,,673e099e483ef94f29076ebc,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x778,Headphone Check Pass,,0,Consent_Form_UNC,5,CB22,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,213756,,,,,,
1,1732119381672,20/11/2024 16:16:21,1732101381672,-5,20/11/2024 06:16:21,196386,5,questionnaire-f8mc,,41493298,BLIND,12111244,,complete,,673e0b0eeb5f146218c3b420,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,903x773,Headphone Check Pass,,0,Consent_Form_UNC,5,CB45,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732119412980,20/11/2024 16:16:52,1732101412980,-5,20/11/2024 06:16:52,196386,5,questionnaire-f8mc,,41493298,BLIND,12111244,,complete,,673e0b0eeb5f146218c3b420,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x778,Headphone Check Pass,,0,Consent_Form_UNC,5,CB45,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732119412980,20/11/2024 16:16:52,1732101412980,-5,20/11/2024 06:16:52,196386,5,questionnaire-f8mc,,41493298,BLIND,12111244,,complete,,673e0b0eeb5f146218c3b420,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x778,Headphone Check Pass,,0,Consent_Form_UNC,5,CB45,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732119412981,20/11/2024 16:16:52,1732101412981,-5,20/11/2024 06:16:52,196386,5,questionnaire-f8mc,,41493298,BLIND,12111244,,complete,,673e0b0eeb5f146218c3b420,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x900,1440x778,Headphone Check Pass,,0,Consent_Form_UNC,5,CB45,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,31285,,,,,,
1,1732119635331,20/11/2024 16:20:35,1732101635331,-5,20/11/2024 06:20:35,196386,5,questionnaire-f8mc,,41493501,BLIND,12111283,,complete,,673e0c07fd3d4b6ccf56cfe7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x694,Headphone Check Pass,,0,Consent_Form_UNC,5,CB35,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732119668214,20/11/2024 16:21:08,1732101668214,-5,20/11/2024 06:21:08,196386,5,questionnaire-f8mc,,41493501,BLIND,12111283,,complete,,673e0c07fd3d4b6ccf56cfe7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x694,Headphone Check Pass,,0,Consent_Form_UNC,5,CB35,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732119668215,20/11/2024 16:21:08,1732101668215,-5,20/11/2024 06:21:08,196386,5,questionnaire-f8mc,,41493501,BLIND,12111283,,complete,,673e0c07fd3d4b6ccf56cfe7,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1440x694,Headphone Check Pass,,0,Consent_Form_UNC,5,CB35,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
