Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
10,1733334574794,04/12/2024 17:49:34,1733316574794,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Strip or individual eyelashes,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
11,1733334574795,04/12/2024 17:49:34,1733316574795,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Hat,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
12,1733334574796,04/12/2024 17:49:34,1733316574796,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,__other,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
13,1733334574796,04/12/2024 17:49:34,1733316574796,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,value,No,,Yes|No,Multiple Choice,5,object-7
14,1733334574797,04/12/2024 17:49:34,1733316574797,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,quantised,2,,Yes|No,Multiple Choice,5,object-7
15,1733334574804,04/12/2024 17:49:34,1733316574804,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,value,Yes,,Yes|No,Multiple Choice,6,object-8
16,1733334574804,04/12/2024 17:49:34,1733316574804,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,quantised,1,,Yes|No,Multiple Choice,6,object-8
17,1733334574805,04/12/2024 17:49:34,1733316574805,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"If no, what brand of camera are you using?",response,value,I was using the built in camera,,,Comment Box,7,object-9
18,1733334574806,04/12/2024 17:49:34,1733316574806,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).,response,value,an arms length about 20 inches,,,Comment Box,8,object-10
19,1733334574807,04/12/2024 17:49:34,1733316574807,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,7.	Approximately how many times did you look at your phone during the experiment?,response,value,0,,,Comment Box,9,object-11
20,1733334574807,04/12/2024 17:49:34,1733316574807,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,8.	Approximately how many times did you get up during the experiment?,response,value,0,,,Comment Box,10,object-12
21,1733334574808,04/12/2024 17:49:34,1733316574808,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,value,Yes,,Yes|No,Multiple Choice,11,object-13
22,1733334574809,04/12/2024 17:49:34,1733316574809,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,quantised,1,,Yes|No,Multiple Choice,11,object-13
23,1733334574810,04/12/2024 17:49:34,1733316574810,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"10. When you had to calibrate, were the instructions clear?",response,value,Yes,,Yes|No,Multiple Choice,12,object-14
24,1733334574812,04/12/2024 17:49:34,1733316574812,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"10. When you had to calibrate, were the instructions clear?",response,quantised,1,,Yes|No,Multiple Choice,12,object-14
25,1733334574813,04/12/2024 17:49:34,1733316574813,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,11. What additional information would you add to help make things easier to understand?,response,value,nothing,,,Comment Box,13,object-16
26,1733334574814,04/12/2024 17:49:34,1733316574814,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,12. Are you wearing a mask?,response,value,No,,Yes|No,Multiple Choice,14,object-15
27,1733334574815,04/12/2024 17:49:34,1733316574815,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,12. Are you wearing a mask?,response,quantised,2,,Yes|No,Multiple Choice,14,object-15
28,1733334574816,04/12/2024 17:49:34,1733316574816,-5,04/12/2024 07:49:34,196386,6,questionnaire-ng98,,41804548,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x768,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,96814,,,,
1,1733335862642,04/12/2024 18:11:02,1733317862642,-5,04/12/2024 08:11:02,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,
2,1733335981725,04/12/2024 18:13:01,1733317981725,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?",response,value,No,,Yes|No,Multiple Choice,1,object-3
3,1733335981725,04/12/2024 18:13:01,1733317981725,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?",response,quantised,2,,Yes|No,Multiple Choice,1,object-3
4,1733335981726,04/12/2024 18:13:01,1733317981726,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,2.	Are you on any medications currently that can impair your judgement?,response,value,No,,Yes|No,Multiple Choice,2,object-4
5,1733335981726,04/12/2024 18:13:01,1733317981726,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,2.	Are you on any medications currently that can impair your judgement?,response,quantised,2,,Yes|No,Multiple Choice,2,object-4
6,1733335981726,04/12/2024 18:13:01,1733317981726,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"If yes, please list below:",response,value,n/a,,,Comment Box,3,object-5
7,1733335981727,04/12/2024 18:13:01,1733317981727,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Eye Glasses,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
8,1733335981727,04/12/2024 18:13:01,1733317981727,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Contacts,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
9,1733335981728,04/12/2024 18:13:01,1733317981728,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Makeup,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
10,1733335981728,04/12/2024 18:13:01,1733317981728,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Strip or individual eyelashes,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
11,1733335981729,04/12/2024 18:13:01,1733317981729,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,Hat,0,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
12,1733335981729,04/12/2024 18:13:01,1733317981729,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,__other,1,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
13,1733335981729,04/12/2024 18:13:01,1733317981729,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,3.	Please check if you currently wearing any of the following:,response,other,I am not wearing any of the above,,Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat,Multiple Choice,4,object-6
14,1733335981740,04/12/2024 18:13:01,1733317981740,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,value,Yes,,Yes|No,Multiple Choice,5,object-7
15,1733335981740,04/12/2024 18:13:01,1733317981740,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,4.	Does your room currently have natural light?,response,quantised,1,,Yes|No,Multiple Choice,5,object-7
16,1733335981741,04/12/2024 18:13:01,1733317981741,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,value,Yes,,Yes|No,Multiple Choice,6,object-8
17,1733335981741,04/12/2024 18:13:01,1733317981741,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,5.	Are you using the built in camera?,response,quantised,1,,Yes|No,Multiple Choice,6,object-8
18,1733335981742,04/12/2024 18:13:01,1733317981742,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"If no, what brand of camera are you using?",response,value,n/a,,,Comment Box,7,object-9
19,1733335981743,04/12/2024 18:13:01,1733317981743,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).,response,value,20,,,Comment Box,8,object-10
20,1733335981743,04/12/2024 18:13:01,1733317981743,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,7.	Approximately how many times did you look at your phone during the experiment?,response,value,0,,,Comment Box,9,object-11
21,1733335981744,04/12/2024 18:13:01,1733317981744,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,8.	Approximately how many times did you get up during the experiment?,response,value,0,,,Comment Box,10,object-12
22,1733335981744,04/12/2024 18:13:01,1733317981744,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,value,Yes,,Yes|No,Multiple Choice,11,object-13
23,1733335981745,04/12/2024 18:13:01,1733317981745,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,9.	Was the environment you took the experiment in distraction free?,response,quantised,1,,Yes|No,Multiple Choice,11,object-13
24,1733335981745,04/12/2024 18:13:01,1733317981745,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"10. When you had to calibrate, were the instructions clear?",response,value,Yes,,Yes|No,Multiple Choice,12,object-14
25,1733335981746,04/12/2024 18:13:01,1733317981746,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"10. When you had to calibrate, were the instructions clear?",response,quantised,1,,Yes|No,Multiple Choice,12,object-14
26,1733335981747,04/12/2024 18:13:01,1733317981747,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,11. What additional information would you add to help make things easier to understand?,response,value,how many times I can blink or not. If having smaller eyes should we try to widen them during calibration.,,,Comment Box,13,object-16
27,1733335981748,04/12/2024 18:13:01,1733317981748,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,12. Are you wearing a mask?,response,value,No,,Yes|No,Multiple Choice,14,object-15
28,1733335981749,04/12/2024 18:13:01,1733317981749,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,12. Are you wearing a mask?,response,quantised,2,,Yes|No,Multiple Choice,14,object-15
29,1733335981750,04/12/2024 18:13:01,1733317981750,-5,04/12/2024 08:13:01,196386,6,questionnaire-ng98,,41804956,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,118866,,,,
1,1733336379352,04/12/2024 18:19:39,1733311179352,-7,04/12/2024 04:19:39,196386,6,questionnaire-ng98,,41805118,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,
2,1733336434798,04/12/2024 18:20:34,1733311234798,-7,04/12/2024 04:20:34,196386,6,questionnaire-ng98,,41805118,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?",response,value,Yes,,Yes|No,Multiple Choice,1,object-3
3,1733336434798,04/12/2024 18:20:34,1733311234798,-7,04/12/2024 04:20:34,196386,6,questionnaire-ng98,,41805118,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?",response,quantised,1,,Yes|No,Multiple Choice,1,object-3
4,1733336434798,04/12/2024 18:20:34,1733311234798,-7,04/12/2024 04:20:34,196386,6,questionnaire-ng98,,41805118,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,2.	Are you on any medications currently that can impair your judgement?,response,value,No,,Yes|No,Multiple Choice,2,object-4
5,1733336434798,04/12/2024 18:20:34,1733311234798,-7,04/12/2024 04:20:34,196386,6,questionnaire-ng98,,41805118,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,0,ET_Questionnaire (Clone),1,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,vvc35d,1,2.	Are you on any medications currently that can impair your judgement?,response,quantised,2,,Yes|No,Multiple Choice,2,object-4
