Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Randomise questionnaire elements?,Question Key,Response
6,1733334609442,04/12/2024 17:50:09,1733334609463,-5,04/12/2024 12:50:09,196386,6,questionnaire-w1i9,,41804583,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x768,Headphone Check Pass,,,Demographic Questionnaire,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-quantised,1
7,1733334609442,04/12/2024 17:50:09,1733334609463,-5,04/12/2024 12:50:09,196386,6,questionnaire-w1i9,,41804583,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x768,Headphone Check Pass,,,Demographic Questionnaire,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-text,
8,1733334609442,04/12/2024 17:50:09,1733334609464,-5,04/12/2024 12:50:09,196386,6,questionnaire-w1i9,,41804583,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x768,Headphone Check Pass,,,Demographic Questionnaire,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4,Hispanic or Latino
9,1733334609442,04/12/2024 17:50:09,1733334609464,-5,04/12/2024 12:50:09,196386,6,questionnaire-w1i9,,41804583,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x768,Headphone Check Pass,,,Demographic Questionnaire,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4-quantised,1
10,1733334609442,04/12/2024 17:50:09,1733334609464,-5,04/12/2024 12:50:09,196386,6,questionnaire-w1i9,,41804583,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x768,Headphone Check Pass,,,Demographic Questionnaire,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-5-5,White
11,1733334609442,04/12/2024 17:50:09,1733334609465,-5,04/12/2024 12:50:09,196386,6,questionnaire-w1i9,,41804583,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x768,Headphone Check Pass,,,Demographic Questionnaire,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-6,0
12,1733334609442,04/12/2024 17:50:09,1733334609465,-5,04/12/2024 12:50:09,196386,6,questionnaire-w1i9,,41804583,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x768,Headphone Check Pass,,,Demographic Questionnaire,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-7,29
13,1733334609442,04/12/2024 17:50:09,1733334609466,-5,04/12/2024 12:50:09,196386,6,questionnaire-w1i9,,41804583,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x768,Headphone Check Pass,,,Demographic Questionnaire,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8,20%
14,1733334609442,04/12/2024 17:50:09,1733334609466,-5,04/12/2024 12:50:09,196386,6,questionnaire-w1i9,,41804583,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x768,Headphone Check Pass,,,Demographic Questionnaire,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8-quantised,3
15,1733334609442,04/12/2024 17:50:09,1733334609466,-5,04/12/2024 12:50:09,196386,6,questionnaire-w1i9,,41804583,BLIND,12211533,,complete,,6750931d377337fd0d89faf1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1349x768,Headphone Check Pass,,,Demographic Questionnaire,5,CB6,Yes,Pass,Exit,Headphone Check Pass,,,,No,END QUESTIONNAIRE,31603
1,1733335987936,04/12/2024 18:13:07,1733335987834,-5,04/12/2024 13:13:07,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,BEGIN QUESTIONNAIRE,
2,1733336059704,04/12/2024 18:14:19,1733336059645,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-1,31
3,1733336059822,04/12/2024 18:14:19,1733336059649,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2,Female
4,1733336059822,04/12/2024 18:14:19,1733336059650,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2-quantised,2
5,1733336059822,04/12/2024 18:14:19,1733336059650,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3,Other (please specify)
6,1733336059822,04/12/2024 18:14:19,1733336059650,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-text,Mid-atlantic
7,1733336059822,04/12/2024 18:14:19,1733336059651,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4,Not Hispanic or Latino
8,1733336059822,04/12/2024 18:14:19,1733336059651,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4-quantised,2
9,1733336059822,04/12/2024 18:14:19,1733336059651,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-5-4,Black or African American
10,1733336059822,04/12/2024 18:14:19,1733336059652,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-5-5,White
11,1733336059822,04/12/2024 18:14:19,1733336059652,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-6,3
12,1733336059822,04/12/2024 18:14:19,1733336059653,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-7,28
13,1733336059822,04/12/2024 18:14:19,1733336059653,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8,10%
14,1733336059822,04/12/2024 18:14:19,1733336059653,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8-quantised,2
15,1733336059822,04/12/2024 18:14:19,1733336059654,-5,04/12/2024 13:14:19,196386,6,questionnaire-w1i9,,41804997,BLIND,12211663,,complete,,675098c56a8200bdacc112ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1263x591,Headphone Check Pass,,,Demographic Questionnaire,5,CB2,Yes,Pass,Exit,Headphone Check Pass,,,,No,END QUESTIONNAIRE,71821
1,1733336440535,04/12/2024 18:20:40,1733336439545,-7,04/12/2024 11:20:39,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,BEGIN QUESTIONNAIRE,
2,1733336463218,04/12/2024 18:21:03,1733336462230,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-1,25
3,1733336464064,04/12/2024 18:21:04,1733336462232,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2,Male
4,1733336464064,04/12/2024 18:21:04,1733336462232,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2-quantised,1
5,1733336464064,04/12/2024 18:21:04,1733336462232,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3,Southwestern
6,1733336464064,04/12/2024 18:21:04,1733336462232,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-quantised,6
7,1733336464064,04/12/2024 18:21:04,1733336462232,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-text,
8,1733336464064,04/12/2024 18:21:04,1733336462232,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4,Hispanic or Latino
9,1733336464064,04/12/2024 18:21:04,1733336462232,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4-quantised,1
10,1733336464064,04/12/2024 18:21:04,1733336462232,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-5-6,More than one race
11,1733336464064,04/12/2024 18:21:04,1733336462232,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-6,5
12,1733336464064,04/12/2024 18:21:04,1733336462233,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-7,20
13,1733336464064,04/12/2024 18:21:04,1733336462233,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8,20%
14,1733336464064,04/12/2024 18:21:04,1733336462233,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8-quantised,3
15,1733336464064,04/12/2024 18:21:04,1733336462233,-7,04/12/2024 11:21:02,196386,6,questionnaire-w1i9,,41805133,BLIND,12211710,,complete,,67509aa593bbcd9afac2f4a9,computer,Desktop or Laptop,Windows 10,Firefox 133.0,1536x960,1536x798,Headphone Check Pass,,,Demographic Questionnaire,5,CB29,Yes,Pass,Exit,Headphone Check Pass,,,,No,END QUESTIONNAIRE,22688
1,1733337819199,04/12/2024 18:43:39,1733337820986,-6,04/12/2024 12:43:40,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1536x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,BEGIN QUESTIONNAIRE,
2,1733337840104,04/12/2024 18:44:00,1733337841957,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-1,30
3,1733337840266,04/12/2024 18:44:00,1733337841959,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2,Male
4,1733337840266,04/12/2024 18:44:00,1733337841959,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2-quantised,1
5,1733337840266,04/12/2024 18:44:00,1733337841959,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3,Southwestern
6,1733337840266,04/12/2024 18:44:00,1733337841959,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-quantised,6
7,1733337840266,04/12/2024 18:44:00,1733337841959,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-text,
8,1733337840266,04/12/2024 18:44:00,1733337841959,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4,Hispanic or Latino
9,1733337840266,04/12/2024 18:44:00,1733337841960,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4-quantised,1
10,1733337840266,04/12/2024 18:44:00,1733337841960,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-5-1,American Indian/Alaska Native
11,1733337840266,04/12/2024 18:44:00,1733337841960,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-6,3
12,1733337840266,04/12/2024 18:44:00,1733337841960,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-7,27
13,1733337840266,04/12/2024 18:44:00,1733337841960,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8,70%
14,1733337840266,04/12/2024 18:44:00,1733337841960,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-8-quantised,8
15,1733337840266,04/12/2024 18:44:00,1733337841960,-6,04/12/2024 12:44:01,196386,6,questionnaire-w1i9,,41805484,BLIND,12211818,,complete,,67509fd26a8200bdacc11436,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1519x826,Headphone Check Pass,,,Demographic Questionnaire,5,CB46,Yes,Pass,Exit,Headphone Check Pass,,,,No,END QUESTIONNAIRE,20974
1,1733342976065,04/12/2024 20:09:36,1733342975803,-5,04/12/2024 15:09:35,196386,6,questionnaire-w1i9,,41806786,BLIND,12212181,,complete,,6750b2d637410b5ea50f3bbd,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1517x852,1517x684,Headphone Check Pass,,,Demographic Questionnaire,5,CB12,Yes,Pass,Exit,Headphone Check Pass,,,,No,BEGIN QUESTIONNAIRE,
2,1733343009856,04/12/2024 20:10:09,1733343009651,-5,04/12/2024 15:10:09,196386,6,questionnaire-w1i9,,41806786,BLIND,12212181,,complete,,6750b2d637410b5ea50f3bbd,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1517x852,1517x684,Headphone Check Pass,,,Demographic Questionnaire,5,CB12,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-1,25
3,1733343010070,04/12/2024 20:10:10,1733343009654,-5,04/12/2024 15:10:09,196386,6,questionnaire-w1i9,,41806786,BLIND,12212181,,complete,,6750b2d637410b5ea50f3bbd,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1517x852,1517x684,Headphone Check Pass,,,Demographic Questionnaire,5,CB12,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2,Female
4,1733343010070,04/12/2024 20:10:10,1733343009654,-5,04/12/2024 15:10:09,196386,6,questionnaire-w1i9,,41806786,BLIND,12212181,,complete,,6750b2d637410b5ea50f3bbd,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1517x852,1517x684,Headphone Check Pass,,,Demographic Questionnaire,5,CB12,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-2-quantised,2
5,1733343010070,04/12/2024 20:10:10,1733343009654,-5,04/12/2024 15:10:09,196386,6,questionnaire-w1i9,,41806786,BLIND,12212181,,complete,,6750b2d637410b5ea50f3bbd,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1517x852,1517x684,Headphone Check Pass,,,Demographic Questionnaire,5,CB12,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3,Southern
6,1733343010070,04/12/2024 20:10:10,1733343009655,-5,04/12/2024 15:10:09,196386,6,questionnaire-w1i9,,41806786,BLIND,12212181,,complete,,6750b2d637410b5ea50f3bbd,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1517x852,1517x684,Headphone Check Pass,,,Demographic Questionnaire,5,CB12,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-quantised,2
7,1733343010070,04/12/2024 20:10:10,1733343009655,-5,04/12/2024 15:10:09,196386,6,questionnaire-w1i9,,41806786,BLIND,12212181,,complete,,6750b2d637410b5ea50f3bbd,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1517x852,1517x684,Headphone Check Pass,,,Demographic Questionnaire,5,CB12,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-3-text,
8,1733343010070,04/12/2024 20:10:10,1733343009656,-5,04/12/2024 15:10:09,196386,6,questionnaire-w1i9,,41806786,BLIND,12212181,,complete,,6750b2d637410b5ea50f3bbd,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1517x852,1517x684,Headphone Check Pass,,,Demographic Questionnaire,5,CB12,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4,Not Hispanic or Latino
9,1733343010070,04/12/2024 20:10:10,1733343009657,-5,04/12/2024 15:10:09,196386,6,questionnaire-w1i9,,41806786,BLIND,12212181,,complete,,6750b2d637410b5ea50f3bbd,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1517x852,1517x684,Headphone Check Pass,,,Demographic Questionnaire,5,CB12,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-4-quantised,2
10,1733343010070,04/12/2024 20:10:10,1733343009657,-5,04/12/2024 15:10:09,196386,6,questionnaire-w1i9,,41806786,BLIND,12212181,,complete,,6750b2d637410b5ea50f3bbd,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1517x852,1517x684,Headphone Check Pass,,,Demographic Questionnaire,5,CB12,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-5-5,White
11,1733343010070,04/12/2024 20:10:10,1733343009658,-5,04/12/2024 15:10:09,196386,6,questionnaire-w1i9,,41806786,BLIND,12212181,,complete,,6750b2d637410b5ea50f3bbd,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1517x852,1517x684,Headphone Check Pass,,,Demographic Questionnaire,5,CB12,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-6,12
12,1733343010070,04/12/2024 20:10:10,1733343009658,-5,04/12/2024 15:10:09,196386,6,questionnaire-w1i9,,41806786,BLIND,12212181,,complete,,6750b2d637410b5ea50f3bbd,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 126.0.0.0,1517x852,1517x684,Headphone Check Pass,,,Demographic Questionnaire,5,CB12,Yes,Pass,Exit,Headphone Check Pass,,,,No,response-7,12
