"","Event Index","UTC Timestamp","UTC Date and Time","Local Timestamp","Local Timezone","Local Date and Time","Experiment ID","Experiment Version","Tree Node Key","Repeat Key","Schedule ID","Participant Public ID","Participant Private ID","Participant Starting Group","Participant Status","Participant Completion Code","Participant External Session ID","Participant Device Type","Participant Device","Participant OS","Participant Browser","Participant Monitor Size","Participant Viewport Size","Checkpoint","Room ID","Room Order","Task Name","Task Version","counterbalance-2nfr","branch-i39d","branch-gwtr","branch-9h9t","checkpoint-o7ee","checkpoint-6s7s","branch-ktz5","branch-hxbs","Page","Page ID","Page Counter","Question","Response Type","Key","Response","Tag","OptionOrder","Object Name","Object Number","Object ID"
"233","5",1732126099387,"20/11/2024 18:08:19",1732104499387,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","quantised","2",NA,"Yes|No","Multiple Choice",2,"object-4"
"234","6",1732126099387,"20/11/2024 18:08:19",1732104499387,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If yes, please list below:","response","value",NA,NA,NA,"Comment Box",3,"object-5"
"235","7",1732126099387,"20/11/2024 18:08:19",1732104499387,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Eye Glasses","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"236","8",1732126099387,"20/11/2024 18:08:19",1732104499387,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Contacts","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"237","9",1732126099387,"20/11/2024 18:08:19",1732104499387,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Makeup","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"238","10",1732126099387,"20/11/2024 18:08:19",1732104499387,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Strip or individual eyelashes","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"239","11",1732126099388,"20/11/2024 18:08:19",1732104499388,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Hat","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"240","12",1732126099388,"20/11/2024 18:08:19",1732104499388,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","__other","1",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"241","13",1732126099394,"20/11/2024 18:08:19",1732104499394,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","other",NA,NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"242","14",1732126099394,"20/11/2024 18:08:19",1732104499394,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","value","Yes",NA,"Yes|No","Multiple Choice",5,"object-7"
"243","15",1732126099394,"20/11/2024 18:08:19",1732104499394,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","quantised","1",NA,"Yes|No","Multiple Choice",5,"object-7"
"244","16",1732126099395,"20/11/2024 18:08:19",1732104499395,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","value","Yes",NA,"Yes|No","Multiple Choice",6,"object-8"
"245","17",1732126099395,"20/11/2024 18:08:19",1732104499395,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","quantised","1",NA,"Yes|No","Multiple Choice",6,"object-8"
"246","18",1732126099395,"20/11/2024 18:08:19",1732104499395,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If no, what brand of camera are you using?","response","value",NA,NA,NA,"Comment Box",7,"object-9"
"247","19",1732126099395,"20/11/2024 18:08:19",1732104499395,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).","response","value","20 inches",NA,NA,"Comment Box",8,"object-10"
"248","20",1732126099395,"20/11/2024 18:08:19",1732104499395,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","0",NA,NA,"Comment Box",9,"object-11"
"249","21",1732126099395,"20/11/2024 18:08:19",1732104499395,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","0",NA,NA,"Comment Box",10,"object-12"
"250","22",1732126099395,"20/11/2024 18:08:19",1732104499395,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","value","Yes",NA,"Yes|No","Multiple Choice",11,"object-13"
"251","23",1732126099396,"20/11/2024 18:08:19",1732104499396,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","quantised","1",NA,"Yes|No","Multiple Choice",11,"object-13"
"252","24",1732126099396,"20/11/2024 18:08:19",1732104499396,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","value","Yes",NA,"Yes|No","Multiple Choice",12,"object-14"
"253","25",1732126099396,"20/11/2024 18:08:19",1732104499396,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","quantised","1",NA,"Yes|No","Multiple Choice",12,"object-14"
"254","26",1732126099396,"20/11/2024 18:08:19",1732104499396,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"11. What additional information would you add to help make things easier to understand?","response","value","My camera did turn off at one point durring the study so I had to refresh but then everything worked great.",NA,NA,"Comment Box",13,"object-16"
"255","27",1732126099396,"20/11/2024 18:08:19",1732104499396,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","value","No",NA,"Yes|No","Multiple Choice",14,"object-15"
"256","28",1732126099397,"20/11/2024 18:08:19",1732104499397,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","quantised","2",NA,"Yes|No","Multiple Choice",14,"object-15"
"257","29",1732126099397,"20/11/2024 18:08:19",1732104499397,-6,"20/11/2024 06:08:19",196386,5,"questionnaire-7ac3",NA,41496332,"BLIND",12111866,NA,"complete",NA,"673e1da6a2c2d714b4b868f5","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 18.1","1680x1050","1472x894","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB14","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"END",141638,NA,NA,NA,NA
"258","1",1732124305871,"20/11/2024 17:38:25",1732095505871,-8,"20/11/2024 01:38:25",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"BEGIN",NA,NA,NA,NA,NA
"259","2",1732124418022,"20/11/2024 17:40:18",1732095618022,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","value","No",NA,"Yes|No","Multiple Choice",1,"object-3"
"260","3",1732124418023,"20/11/2024 17:40:18",1732095618023,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","quantised","2",NA,"Yes|No","Multiple Choice",1,"object-3"
"261","4",1732124418023,"20/11/2024 17:40:18",1732095618023,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","value","No",NA,"Yes|No","Multiple Choice",2,"object-4"
"262","5",1732124418023,"20/11/2024 17:40:18",1732095618023,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","quantised","2",NA,"Yes|No","Multiple Choice",2,"object-4"
"263","6",1732124418023,"20/11/2024 17:40:18",1732095618023,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If yes, please list below:","response","value","N/A",NA,NA,"Comment Box",3,"object-5"
"264","7",1732124418024,"20/11/2024 17:40:18",1732095618024,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Eye Glasses","1",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"265","8",1732124418024,"20/11/2024 17:40:18",1732095618024,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Contacts","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"266","9",1732124418024,"20/11/2024 17:40:18",1732095618024,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Makeup","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"267","10",1732124418025,"20/11/2024 17:40:18",1732095618025,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Strip or individual eyelashes","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"268","11",1732124418025,"20/11/2024 17:40:18",1732095618025,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Hat","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"269","12",1732124418025,"20/11/2024 17:40:18",1732095618025,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","__other","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"270","13",1732124418026,"20/11/2024 17:40:18",1732095618026,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","value","Yes",NA,"Yes|No","Multiple Choice",5,"object-7"
"271","14",1732124418026,"20/11/2024 17:40:18",1732095618026,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","quantised","1",NA,"Yes|No","Multiple Choice",5,"object-7"
"272","15",1732124418035,"20/11/2024 17:40:18",1732095618035,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","value","Yes",NA,"Yes|No","Multiple Choice",6,"object-8"
"273","16",1732124418035,"20/11/2024 17:40:18",1732095618035,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","quantised","1",NA,"Yes|No","Multiple Choice",6,"object-8"
"274","17",1732124418035,"20/11/2024 17:40:18",1732095618035,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If no, what brand of camera are you using?","response","value","N/A",NA,NA,"Comment Box",7,"object-9"
"275","18",1732124418036,"20/11/2024 17:40:18",1732095618036,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).","response","value","15 inches",NA,NA,"Comment Box",8,"object-10"
"276","19",1732124418036,"20/11/2024 17:40:18",1732095618036,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","0",NA,NA,"Comment Box",9,"object-11"
"277","20",1732124418036,"20/11/2024 17:40:18",1732095618036,-8,"20/11/2024 01:40:18",196386,5,"questionnaire-7ac3",NA,41495597,"BLIND",12111624,NA,"complete",NA,"673e167b23ea873c9fd20cb4","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1600x1000","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB38","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","0",NA,NA,"Comment Box",10,"object-12"
