"","Event Index","UTC Timestamp","UTC Date and Time","Local Timestamp","Local Timezone","Local Date and Time","Experiment ID","Experiment Version","Tree Node Key","Repeat Key","Schedule ID","Participant Public ID","Participant Private ID","Participant Starting Group","Participant Status","Participant Completion Code","Participant External Session ID","Participant Device Type","Participant Device","Participant OS","Participant Browser","Participant Monitor Size","Participant Viewport Size","Checkpoint","Room ID","Room Order","Task Name","Task Version","counterbalance-2nfr","branch-i39d","branch-gwtr","branch-9h9t","checkpoint-o7ee","checkpoint-6s7s","branch-ktz5","branch-hxbs","Page","Page ID","Page Counter","Question","Response Type","Key","Response","Tag","OptionOrder","Object Name","Object Number","Object ID"
"268","8",1732120549778,"20/11/2024 16:35:49",1732102549778,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Contacts","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"269","9",1732120549779,"20/11/2024 16:35:49",1732102549779,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Makeup","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"270","10",1732120549779,"20/11/2024 16:35:49",1732102549779,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Strip or individual eyelashes","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"271","11",1732120549780,"20/11/2024 16:35:49",1732102549780,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Hat","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"272","12",1732120549780,"20/11/2024 16:35:49",1732102549780,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","__other","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"273","13",1732120549781,"20/11/2024 16:35:49",1732102549781,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","value","Yes",NA,"Yes|No","Multiple Choice",5,"object-7"
"274","14",1732120549781,"20/11/2024 16:35:49",1732102549781,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","quantised","1",NA,"Yes|No","Multiple Choice",5,"object-7"
"275","15",1732120549802,"20/11/2024 16:35:49",1732102549802,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","value","Yes",NA,"Yes|No","Multiple Choice",6,"object-8"
"276","16",1732120549803,"20/11/2024 16:35:49",1732102549803,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","quantised","1",NA,"Yes|No","Multiple Choice",6,"object-8"
"277","17",1732120549804,"20/11/2024 16:35:49",1732102549804,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If no, what brand of camera are you using?","response","value","N/A",NA,NA,"Comment Box",7,"object-9"
"278","18",1732120549804,"20/11/2024 16:35:49",1732102549804,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).","response","value","16 inches",NA,NA,"Comment Box",8,"object-10"
"279","19",1732120549805,"20/11/2024 16:35:49",1732102549805,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","Once to see the time",NA,NA,"Comment Box",9,"object-11"
"280","20",1732120549806,"20/11/2024 16:35:49",1732102549806,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","None",NA,NA,"Comment Box",10,"object-12"
"281","21",1732120549806,"20/11/2024 16:35:49",1732102549806,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","value","Yes",NA,"Yes|No","Multiple Choice",11,"object-13"
"282","22",1732120549807,"20/11/2024 16:35:49",1732102549807,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","quantised","1",NA,"Yes|No","Multiple Choice",11,"object-13"
"283","23",1732120549807,"20/11/2024 16:35:49",1732102549807,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","value","Yes",NA,"Yes|No","Multiple Choice",12,"object-14"
"284","24",1732120549807,"20/11/2024 16:35:49",1732102549807,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","quantised","1",NA,"Yes|No","Multiple Choice",12,"object-14"
"285","25",1732120549808,"20/11/2024 16:35:49",1732102549808,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"11. What additional information would you add to help make things easier to understand?","response","value","Not much. It was all understandable, but pehaps it was my nearsightedness that couldn't let me continue without my glasses.",NA,NA,"Comment Box",13,"object-16"
"286","26",1732120549808,"20/11/2024 16:35:49",1732102549808,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","value","No",NA,"Yes|No","Multiple Choice",14,"object-15"
"287","27",1732120549808,"20/11/2024 16:35:49",1732102549808,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","quantised","2",NA,"Yes|No","Multiple Choice",14,"object-15"
"288","28",1732120549809,"20/11/2024 16:35:49",1732102549809,-5,"20/11/2024 06:35:49",196386,5,"questionnaire-ng98",NA,41493931,"BLIND",12111244,NA,"complete",NA,"673e0b0eeb5f146218c3b420","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB45","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"END",128332,NA,NA,NA,NA
"289","1",1732120594444,"20/11/2024 16:36:34",1732102594444,-5,"20/11/2024 06:36:34",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"BEGIN",NA,NA,NA,NA,NA
"290","2",1732120839720,"20/11/2024 16:40:39",1732102839720,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","value","No",NA,"Yes|No","Multiple Choice",1,"object-3"
"291","3",1732120839720,"20/11/2024 16:40:39",1732102839720,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","quantised","2",NA,"Yes|No","Multiple Choice",1,"object-3"
"292","4",1732120839720,"20/11/2024 16:40:39",1732102839720,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","value","No",NA,"Yes|No","Multiple Choice",2,"object-4"
"293","5",1732120839721,"20/11/2024 16:40:39",1732102839721,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","quantised","2",NA,"Yes|No","Multiple Choice",2,"object-4"
"294","6",1732120839721,"20/11/2024 16:40:39",1732102839721,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If yes, please list below:","response","value","n/a",NA,NA,"Comment Box",3,"object-5"
"295","7",1732120839721,"20/11/2024 16:40:39",1732102839721,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Eye Glasses","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"296","8",1732120839721,"20/11/2024 16:40:39",1732102839721,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Contacts","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"297","9",1732120839721,"20/11/2024 16:40:39",1732102839721,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Makeup","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"298","10",1732120839721,"20/11/2024 16:40:39",1732102839721,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Strip or individual eyelashes","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"299","11",1732120839722,"20/11/2024 16:40:39",1732102839722,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Hat","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"300","12",1732120839722,"20/11/2024 16:40:39",1732102839722,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","__other","1",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"301","13",1732120839722,"20/11/2024 16:40:39",1732102839722,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","other","Nothing",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"302","14",1732120839727,"20/11/2024 16:40:39",1732102839727,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","value","No",NA,"Yes|No","Multiple Choice",5,"object-7"
"303","15",1732120839727,"20/11/2024 16:40:39",1732102839727,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","quantised","2",NA,"Yes|No","Multiple Choice",5,"object-7"
"304","16",1732120839728,"20/11/2024 16:40:39",1732102839728,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","value","Yes",NA,"Yes|No","Multiple Choice",6,"object-8"
"305","17",1732120839728,"20/11/2024 16:40:39",1732102839728,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","quantised","1",NA,"Yes|No","Multiple Choice",6,"object-8"
"306","18",1732120839728,"20/11/2024 16:40:39",1732102839728,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If no, what brand of camera are you using?","response","value","n/a",NA,NA,"Comment Box",7,"object-9"
"307","19",1732120839729,"20/11/2024 16:40:39",1732102839729,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).","response","value","60 cm",NA,NA,"Comment Box",8,"object-10"
"308","20",1732120839729,"20/11/2024 16:40:39",1732102839729,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","No, In one of the calibration times, someone came and talked with me.",NA,NA,"Comment Box",9,"object-11"
"309","21",1732120839729,"20/11/2024 16:40:39",1732102839729,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","One time. I started in a quiet place, but then a lot of people came and were talking. So I had to move the place.",NA,NA,"Comment Box",10,"object-12"
"310","22",1732120839729,"20/11/2024 16:40:39",1732102839729,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","value","No",NA,"Yes|No","Multiple Choice",11,"object-13"
"311","23",1732120839730,"20/11/2024 16:40:39",1732102839730,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","quantised","2",NA,"Yes|No","Multiple Choice",11,"object-13"
"312","24",1732120839730,"20/11/2024 16:40:39",1732102839730,-5,"20/11/2024 06:40:39",196386,5,"questionnaire-ng98",NA,41494056,"BLIND",12111234,NA,"complete",NA,"673e099e483ef94f29076ebc","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 130.0.0.0","1440x900","1440x778","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB22","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","value","Yes",NA,"Yes|No","Multiple Choice",12,"object-14"
